index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
33709;45396;6228003;-297.614.666.401.197;-500.200.224.442.732;ESF ARCO IRIS;DA ESTRADA FEDERAL;1020;ARCO IRIS;;95555000.0;RS;Capão da Canoa;2016;5;-29.732925;-50.0096639;Rua Estrada Federal, 1020 - Capão da Canoa, RS, 95555-000, Brazil
33712;45437;6269974;-254.936.242.103.569;-488.194.870.948.777;POSTO DE SAUDE VILA DAS PALMEIRAS;RUA JOSE PEREIRA;1000;VILA DAS PALMEIRAS;4134621266;83350000.0;PR;Morretes;2016;5;-25.4936101;-48.8195594;R. Pref. José Pereira - Centro, Morretes - PR, 83350-000, Brazil
33721;45597;6402585;-28.548.241.853.713.100;-52.058.501.243.589.700;UNIDADE SANITARIA LINHA 20 PARIZZI;POVOADO SAO PAULO LINHA 20 PARIZZI;S/N;INTERIOR;(54)33471090;99260000.0;RS;Casca;2016;5;-23.5505199;-46.63330939999999;São Paulo, State of São Paulo, Brazil
33727;45543;6359183;-29.619.011.878.966.300;-511.736.726.760.849;POSTO JARDIM PANORAMICO IVOTI;RUA RIACHUELO;801;JARDIM PANORAMICO;(51) 3563 6950;93900000.0;RS;Ivoti;2016;5;-29.6190644;-51.1737589;R. Riachuelo, 801 - Jardim Panoramico, Ivoti - RS, 93900-000, Brazil
33751;45290;6044360;-22.766;-52.985;UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA;RUA BELO HORIZONTE;53;CONJ HAB JOAO PAUL;44 34322070;87970000.0;PR;Nova Londrina;2016;5;-22.7611895;-52.99449569999999;R. Belo Horizonte, 53, Nova Londrina - PR, 87970-000, Brazil
33788;45348;6183077;-256.414.002.186.938;-49.323.293.194.711.800;UNIDADE DE SAUDE CANAA;RUA SAO TEOFILO;367;SANTA TEREZINHA;4136279398;83829060.0;PR;Fazenda Rio Grande;2016;5;-25.6572793;-49.3212307;R. São Teófilo, 367 - Santa Terezinha, Fazenda Rio Grande - PR, 83829-060, Brazil
33801;45282;6033652;-28.292.730.536.924.800;-535.002.651.674.452;ESTRATEGIA SAUDE DA FAMILIA SAO JORGE;RUA MORENGABA;0;SAO JORGE;553376140 RAMAL 492;98280000.0;RS;Panambi;2016;5;-28.3073505;-53.5154284;R. Morengaba, Panambi - RS, 98280-000, Brazil
33825;45475;6303382;-231.842.513.921.502;-522.048.663.633.507;UBS ADELINO PASQUINI;RUA MARINS ALVES DE CAMARGO;S/N;CENTRO;3252-3592;87600000.0;PR;Nova Esperança;2016;5;-23.1798291;-52.2025415;R. Martins Alves de Camargo, Nova Esperança - PR, 87600-000, Brazil
33838;45370;6198589;-270.535.408.849.138;-495.220.277.592.255;ESF CENTRO;RUA 15 DE NOVEMBRO;459;CENTRO;47 3357-8600;89140000.0;SC;Ibirama;2016;5;-27.0628197;-49.5194008;R. XV de Novembro, 459 - Centro, Ibirama - SC, 89140-000, Brazil
33864;45459;6293646;-267.616.239.472.618;-53.174.818.815.895;ESTRATEGIA SAUDE DA FAMILIA CENTRO 3;RUA SILVIO NORONHA;S/N;CENTRO;4936641497;89874000.0;SC;Maravilha;2016;5;-26.7614493;-53.1731916;R. Dr. Silvio Noronha - Centro, Maravilha - SC, 89874-000, Brazil
33884;45248;6004555;-23.559.161.424.636.100;-514.626.646.041.855;UBS JOAO MARIOTO;RUA ITALO ADO FONTANINI;525;VILA FORMOSA;4334240131;86800630.0;PR;Apucarana;2016;5;-23.5589206;-51.46276169999999;R. Ítalo Ado Fontanini, 525 - Vila Sao Paulo, Apucarana - PR, 86813-560, Brazil
33891;45378;6208991;-239.361.727.237.694;-50.939.548.015.593.000;POSTO DE SAUDE LIBERTACAO CAMPONESA;RUA PRINCIPAL;0;LIBERTACAO CAMPONESA;;84350000.0;PR;Ortigueira;2016;5;-24.361788;-50.8801563;R. Principal, Ortigueira - PR, 84350-000, Brazil
33909;45570;6378978;-28.673.533.201.216.800;-490.877.294.540.391;UNIDADE ESF AGUA BOA;RUA JOSE ANTONIO DA SILVA;S/N;AGUA BOA;(48) 36550240;88717971.0;SC;Sangão;2016;5;-28.6727497;-49.0879904;R. José Antônio da Silva, Sangão - SC, 88717-000, Brazil
33951;45700;6484751;-287.424.153.508.779;-494.688.610.533.615;UNIDADE DE SAUDE SANTA ANA;RUA IVO MANOEL MEZZARI;S/N;SANTA ANA;;88850000.0;SC;Forquilhinha;2016;5;-28.7536465;-49.4818586;R. Ivo Manoel Mezari - Santa Ana, Forquilhinha - SC, 88850-000, Brazil
33959;45962;6691579;-29.223.679.186.835;-51.348.349.573.769.700;UNIDADE BASICA DE SAUDE MONTE PASQUAL;RUA SANTO AUGUSTO;820;MONTE PASQUAL;564 3268 9933;95178484.0;RS;Farroupilha;2016;5;-29.2245009;-51.3169858;R. Santo Augusto, 820 - Monte Pasqual, Farroupilha - RS, 95180-000, Brazil
33965;45760;6535739;-26.455.217.599.868.000;-534.945.988.655.075;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO CEDRO;RUA JOAO XXIII;49;CENTRO;4936430187;89930000.0;SC;São José do Cedro;2016;5;-26.4567521;-53.4949342;R. João XXIII, 49, São José do Cedro - SC, 89930-000, Brazil
33987;45732;6509134;-259.185.183.048.241;-491.820.573.806.748;UNIDADE DE SAUDE JOAO MARIA CLAUDINO;RUA BENJAMIM DISSENHA SOBRINHO;S/N;VILA CUBAS;(41) 3629-1352;83190000.0;PR;Tijucas do Sul;2016;5;-25.9189691;-49.18019;R. Benjamin Dissenha Sobrinho - Vila Cubas, Tijucas do Sul Municipality - PR, 83190-000, Brazil
33990;45992;6716121;-24.976.290.464.400.500;-49.089.081.287.382.600;UAPSF DE TUNAS DO PARANA;RUA EROS RUPPEL ABDALLA;527;CENTRO;41 36591098;83480000.0;PR;Tunas do Paraná;2016;5;-24.9765358;-49.0899172;R. Eros Rupel Abdala, 527, Tunas do Paraná - PR, 83480-000, Brazil
33992;45841;6611400;-26.255.298.845.927.500;-5.330.859.768.188.850;UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA FSS;RUA LEOPOLDO CENATTI;S/N;CENTRO;46 3565 1186;85618000.0;PR;Flor da Serra do Sul;2016;5;-26.2595032;-53.3126921;Rua Leopoldo Cenatti, Flor da Serra do Sul - PR, 89985-000, Brazil
33995;45979;6703364;-26.143.776.872.546.300;-533.125.829.630.542;CLINICA DE ATENCAO PRIMARIA A SAUDE DE MANFRINOPOLIS;AVENIDA SAO CRISTOVAO;S/N;CENTRO;(46)35621085;85628000.0;PR;Manfrinópolis;2016;5;-26.1440138;-53.31168160000001;Av. São Cristovao, Manfrinópolis - PR, 85628-000, Brazil
33998;45935;6672760;-260.735.951;-528.358.032;UAPSF DE BOM SUCESSO DO SUL;RUA JOAO BAGGIO;210;CENTRO;;85515000.0;PR;Bom Sucesso do Sul;2016;5;-26.0766417;-52.8367995;R. João Bagio, 210, Bom Sucesso do Sul - PR, 85515-000, Brazil
34012;45690;6474128;-26.563.031.022.444.500;-52.336.482.383.323.600;UNIDADE DE SAUDE IRMA AUGUSTA;JOSE MARIA;S/N;JOSE MARIA;49 34455926;89830000.0;SC;Abelardo Luz;2016;5;-26.5881779;-52.1029726;Abelardo Luz - State of Santa Catarina, 89830-000, Brazil
34018;45746;6523609;-285.018.503.665.916;-50.953.023.433.683.700;ESF JARDIM AMERICA;BORGES DE MEDEIROS;2700;JARDIM AMERICA;;95200000.0;RS;Vacaria;2016;5;-28.5014326;-50.9521566;R. Borges de Medeiros, 2700 - Jardim América, Vacaria - RS, 95200-000, Brazil
34019;45874;6631002;-289.812.791.347.495;-5.237.304.925.918.420;POSTO DE SAUDE DE VILA ASSIS;RUA MARTINHO DA CUNHA;S/N;VILA ASSIS;54 33891122;99370000.0;RS;Fontoura Xavier;2016;5;-28.981237;-52.372997;Rua Martinho da Cunha, s/n - Vila Assis, Fontoura Xavier - RS, 99370-000, Brazil
34030;45920;6666833;-26.187.125.444.411.500;-48.569.312.095.640.700;POSTO MUNICIPAL DE SAUDE CAPRI;ESTRADA DO CAPRI;S/N;CAPRI;47-34427076 PUBLICO;89240000.0;SC;São Francisco do Sul;2016;5;-26.1788001;-48.5640671;Capri, São Francisco do Sul - SC, 89240-000, Brazil
34032;45880;6633730;-269.280.374.050.133;-49.040.544.033.049.000;ESF RUDOLFO OSWALDO HESSE;RUA PASTOR OSWALD HESSE;1620;RIBEIRAO FRESCO;(47) 3381-7305;89015100.0;SC;Blumenau;2016;5;-26.928034;-49.04058999999999;Rua Pastor Oswald Hesse, 1620 - Ribeirão Fresco, Blumenau - SC, 89015-101, Brazil
34038;45792;6572391;-247.901.896;-532.995.219;UNIDADE BASICA DE SAUDE ECLEIA WOLF;AVENIDA SAO PAULO;S/N;SANTA CATARINA;45-32422468;85420000.0;PR;Corbélia;2016;5;-24.7868409;-53.2959515;Av. São Paulo, Corbélia - PR, 85420-000, Brazil
34041;45711;6493017;-28.801.699.876.784.300;-49.545.507.431.028.700;UNIDADE DE SAUDE SANGA DO ENGENHO;ROD PRICIPAL IMIGRANTES ITALIANOS;S/N;SANGA DO ENGENHO;;88850000.0;SC;Forquilhinha;2016;5;-28.8006868;-49.5450251;Sanga do Engenho, Forquilhinha - SC, 88850-000, Brazil
34047;45799;6582370;-25.762.579.950.614;-53.532.574.359.025;UNIDADE SAUDE DA FAMILIA I REALEZA;RUA MAGNOLIA;S/N;JARDIM PRIMAVERA;3543-3190;85770000.0;PR;Realeza;2016;5;-25.7824746;-53.527047;Rua Jardim - Primavera, Realeza - PR, 85770-000, Brazil
34062;45766;6544266;-29.212.453.365.325.100;-51.339.368.820.188.800;UNIDADE BASICA DE SAUDE DR JOAO ANTONIO LETTI;RUA ANGELO FAE;320;CRUZEIRO;32684614;95176250.0;RS;Farroupilha;2016;5;-29.21325539999999;-51.3391944;R. Ângelo Faé, 320 - Cruzeiro, Farroupilha - RS, 95180-000, Brazil
34101;45691;6474136;-26.563.031.022.444.500;-52.336.482.383.323.600;UNIDADE DE SAUDE AMANTINO SOARES BORGES;25 DE MAIO;S/N;25 DE MAIO;;89830000.0;SC;Abelardo Luz;2016;5;-26.6607945;-52.144751;Assentamento 25 de maio, Brazil
34104;45912;6658229;-24.146.194.012.214.100;-515.087.423.991.261;UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA;AVENIDA DA FLORES;S/N;CENTRO;43 34741470;86845000.0;PR;Grandes Rios;2016;5;-24.1495609;-51.4990096;Av. das Flôres, Grandes Rios - PR, 86845-000, Brazil
34108;45701;6484786;-270.264.564.992.356;-48.649.995.852.100.400;UNIDADE SAUDE DA FAMILIA CEDRO;CLEMENTE FELIPE DUARTE;100;CEDRO;;88341188.0;SC;Camboriú;2016;5;-27.0397581;-48.6514105;R. Clemente Felipe Duarte, 100 - Cedros, Camboriú - SC, 88340-000, Brazil
34120;45882;6634370;-269.227.373.599.998;-49.098.694.324.491.900;ESF VALERIO JOSE STEIL II;RUA JOAO PESSOA;2929;VELHA;(47) 3328-6645;89036255.0;SC;Blumenau;2016;5;-26.9227738;-49.0987382;R. João Pessoa, 2929 - Velha, Blumenau - SC, 89036-001, Brazil
34126;45621;6420311;-27.098.310.226.210.600;-48.915.163.005.515.200;UNIDADE DE SAUDE POCO FUNDO;JULIO DE MODESTI;S/N;POCO FUNDO;(47)3396-8834;88357062.0;SC;Brusque;2016;5;-27.1257618;-48.8752048;R. Júlio de Modesti - Poço Fundo, Brusque - SC, Brazil
34135;45628;6425917;-28.020.895.934.825.800;-4.861.255.668.285.370;UNIDADE BASICA DE SAUDE CENTRO;RUA FRANCISCO PACHECO DE SOUZA;S/N;CENTRO;(48) 3254-8148;88495000.0;SC;Garopaba;2016;5;-28.026108;-48.6245248;R. Francisco Pacheco de Souza, Garopaba - SC, 88495-000, Brazil
34140;45887;6637809;-29.955.425.262.450.200;-5.159.447.908.401.330;UNIDADE DE SAUDE PRISIONAL PASC;RS 401 KM 16;S/N;COLONIA PENAL;;96745000.0;RS;Charqueadas;2016;5;-29.9540425;-51.5905542;Rodovia RS 401, Km 16, s/n - Col. Penal, Charqueadas - RS, 96745-000, Brazil
34149;45883;6634672;-25.748.562.812.804.300;-530.576.562.881.454;PSF CIDADE NORTE;AV DEDI BARICHELLO MONTAGNER;500;CENTRO;3536-2690;85660000.0;PR;Dois Vizinhos;2016;5;-25.748329;-53.0586058;Av. Pref. Dedi B. Montagner, 500 - Centro, Dois Vizinhos - PR, 85660-000, Brazil
34152;45692;6474179;-26.563.031.022.444.500;-52.336.482.383.323.600;UNIDADE DE SAUDE MAURILIA BENITES;ARACA;S/N;ARACA;;89830000.0;SC;Abelardo Luz;2016;5;-26.6502311;-52.2544482;Araçá, Abelardo Luz - SC, 89830-000, Brazil
34154;45608;6412254;-25.714.948.099.592;-529.201.031.661.411;UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA SJO;AVENIDA SANTA CATARINA;S/N;CENTRO;46-35348067;85575000.0;PR;São Jorge d'Oeste;2016;5;-25.7102109;-52.9160531;Av. Santa Catarina, São Jorge D'Oeste - PR, 85575-000, Brazil
34162;45679;6465498;-27.254.258.394.240.400;-487.645.769.119.249;UNIDADE BASICA DE SAUDE LEONEL VENCESLAU FLORENCIO;RUA MARIA JOSE ESPINDOLA;S/N;COBRE;(48)32640161;88230000.0;SC;Canelinha;2016;5;-27.2618213;-48.7653683;Canelinha - State of Santa Catarina, Brazil
34174;45665;6452450;-317.328.393.459.311;-5.358.351.945.876.920;ESF CIDADE DO CASTELO;RUA FERNANDO ABOTT;125;CENTRO;53 36130035;96487000.0;RS;Pedras Altas;2016;5;-29.71984519999999;-52.4259648;Rua Fernando Abott, 125 - Goiás, Santa Cruz do Sul - RS, 96810-315, Brazil
34193;45815;6588883;-25.728.682.279.586;-53.758.206.367.491.100;UAPSF PSF 4;AV RIO GRANDE DO SUL;S/N;JOAO ZACCO;46 35551918;85750000.0;PR;Planalto;2016;5;-25.7269799;-53.7601863;Av. Rio Grande do Sul - João Zacco Paraná, Planalto - PR, 85750-000, Brazil
34195;45991;6712746;-25.105.999.999.999.900;-53.012;UNIDADE DE ATENCAO PRIMARIA EM SAUDE DA FAMILIA DE IBEMA;RUA LARANJEIRAS DO SUL;1;NAPOLI;;85478000.0;PR;Ibema;2016;5;-25.1139595;-53.0199657;R. Laranjeiras do Sul, 1, Ibema - PR, 85478-000, Brazil
34206;45627;6425895;-28.020.895.934.825.800;-4.861.255.668.285.370;UNIDADE BASICA DE SAUDE AREIAS DE MACACU;ESTRADA GERAL DE AREIAS DE MACACU;1;AREIAS DE MACACU;(48) 3254-8776;88495000.0;SC;Garopaba;2016;5;-28.0177839;-48.6581121;Estrada Garopaba 401 100 Área Rural, Garopaba - SC, 88495-000, Brazil
34209;45753;6529186;-295.125.067.234.031;-519.897.723.197.922;ESTRATEGIA DE SAUDE DA FAMILIA DE CRUZEIRO DO SUL;VISCONDE DO RIO BRANCO;200;CENTRO;5137641176;95930000.0;RS;Cruzeiro do Sul;2016;5;-29.5125133;-51.9898642;R. Visc. do Rio Branco, 200 - Centro, Cruzeiro do Sul - RS, 95930-000, Brazil
34246;45852;6622739;-313.938.595.243.163;-52.676.285.832.072.200;ESTRATEGIA SAUDE DA FAMILIA UNIAO;SANTO ANTONIO;S/N;3 DISTRITO;;96600000.0;RS;Canguçu;2016;5;-31.3923239;-52.67648459999999;R. Conselheiro Brusque, 231 - Centro, Canguçu - RS, 96600-000, Brazil
34269;45710;6492525;-27.285.999.999.999.900;-48.93;UNIDADE SANITARIA DO BAIRRO PITANGA;RUA GERAL;S/N;PITANGA;;88270000.0;SC;Nova Trento;2016;5;-27.3313903;-49.0682462;R. Geral Pitanga - Pitanga, Nova Trento - SC, 88270-000, Brazil
34275;45718;6498035;-23.077.918.899.999.900;-524.652.007;UNIDADE BASICA DE SAUDE DA FAMILIA CENTRAL;PRACA BRASIL;S/N;CENTRO;(44)3422-5105;87702320.0;PR;Paranavaí;2016;5;-23.0795259;-52.4638906;Praça Brasil - Zona 1, Paranavaí - PR, 87705-110, Brazil
34310;45719;6498558;-25.491;-52.526;UAPSF UNIDADE DE ATENDIMENTO PRIMARIO A SAUDE DA FAMILIA;EDUARDO DABRESKI;12;LOTEAMENTO DABRESKI;42 36531174;85340000.0;PR;Rio Bonito do Iguaçu;2016;5;-25.5385978;-52.5745556;Rio Bonito do Iguaçu - State of Paraná, Brazil
34327;46307;6960197;-25.828.000.000.000.000;-52.725;UNIDADE DE SAUDE PREFEITO ALDINO SCHOLZ;AV PARANA;100;CENTRO;46 3533 1618;85570000.0;PR;São João;2016;5;-25.8240551;-52.7309355;Av. Paraná, 100, São João - PR, 85570-000, Brazil
34328;46207;6887910;-26.877.686.977.385.600;-492.363.667.488.084;ESTRATEGIA SAUDE DA FAMILIA CAETANO DA SILVA PORTO I;RUA XV DE NOVEMBRO;10;CARIJOS;33334184;89084270.0;SC;Indaial;2016;5;-26.879478;-49.2391;R. Quinze de Novembro, 10 - Carijós, Indaial - SC, 89130-000, Brazil
34330;46209;6889697;-269.074.262.397.994;-486.570.232.083.488;UNIDADE BASICA DE SAUDE NOSSA SENHORA DAS GRACAS;RUA URUGUAI;458;CENTRO;4733417788;88302201.0;SC;Itajaí;2016;5;-26.9163923;-48.6645895;R. Uruguai, 458 - Centro, Itajaí - SC, Brazil
34341;46166;6859240;-236.209.487.915.032;-501.676.082.611.069;UAPSF MARIA JOSE DE OLIVEIRA;RUA MARIA SOUZA;S/N;CENTRO;43 3561-1737;86480000.0;PR;Conselheiro Mairinck;2016;5;-23.6232506;-50.1696317;R. Maria de Souza, Conselheiro Mairinck - PR, 86480-000, Brazil
34342;46350;6994490;-25.641.371.011.733.300;-493.006.753.921.494;UNIDADE DE SAUDE JARDIM HORTENCIA;RUA PESSEGUEIRO;277;EUCALIPTOS;36043530;83820449.0;PR;Fazenda Rio Grande;2016;5;-25.6416927;-49.30038769999999;R. Pessegueiro, 277 - Eucaliptos, Fazenda Rio Grande - PR, 83820-449, Brazil
34354;46324;6972187;-269.172.334.671.013;-491.521.024.703.965;ESF NAIR NEVES PEREIRA;RUA MATOS COSTA;77;PASSO MANSO;(47) 3328-7200;89046320.0;SC;Blumenau;2016;5;-26.9172582;-49.1522031;R. Matos Costa, 77 - Passo Manso, Blumenau - SC, 89046-320, Brazil
34386;46244;6915183;-29.985.530.376.433.500;-51.635.999.679.563.800;UNIDADE DE SAUDE DA FAMILIA OSMAR WIENKE;RUA JOSE MANOEL GONZALES DE SOUZA;761;PARQUE MANOEL JOAO;39588442;96745000.0;RS;Charqueadas;2016;5;-29.9849115;-51.63574699999999;R. José Manoel Gonzalez de Souza, 761 - São Miguel, Charqueadas - RS, 96745-000, Brazil
34389;46079;6801153;-29.662.646.055.220.600;-51.170.496.940.611.200;UBS NOVA ESTANCIA;RUA EMERSON TEIXEIRA;145;NOVA ESTANCIA;51 35619680;93610370.0;RS;Estância Velha;2016;5;-29.663369;-51.170939;R. Émerson Teixeira, 145 - Nova Estância, Estância Velha - RS, 93610-370, Brazil
34393;46385;8013217;-276.575.367.314.489;-535.308.646.235.229;PACSPSF DOIS IRMAOS DAS MISSOES;RUA AMANTINO JOSE SCHIAVO;2;CENTRO;(55)37511056;98385000.0;RS;Dois Irmãos das Missões;2016;5;-27.6570487;-53.5250001;R. Amantino Schiavo, 2, Dois Irmãos das MissõEs - RS, 98385-000, Brazil
34403;46360;8000875;-272.336.587.800.538;-520.239.710.697.483;ESF INDUSTRIARIOS;AURELIO GUEDES;290;INDUSTRIARIOS;(49)4423961;89705082.0;SC;Concórdia;2016;5;-27.2357128;-52.041227;R. Aurélio Guedes, 290 - Industriários, Concórdia - SC, 89700-000, Brazil
34406;46201;6883354;-30.028.220.415.114.400;-51.232.573.986.051.900;UNIDADE DE SAUDE SANTA MARTA;CAPITAO MONTANHA;27;CENTRO;(51)32892974;90010040.0;RS;Porto Alegre;2016;5;-30.0285495;-51.2324692;R. Cap. Montanha, 27 - Centro Histórico de Porto Alegre, Porto Alegre - RS, 90010-040, Brazil
34420;46212;6893813;-264.515.054.225.914;-49.102.127.552.031;UNIDADE BASICA DE SAUDE DR LUIZ MARTINS GONCALVES;RUA ANNIETA MATHIAS ENKE;550;AMIZADE;;89255000.0;SC;Jaraguá do Sul;2016;5;-26.4516392;-49.1022201;R. Annieta Mathias Enke, 550 - Amizade, Jaraguá do Sul - SC, 89255-760, Brazil
34421;46012;6739687;-268.726.551.532.738;-520.199.632.644.638;POSTO DE SAUDE BELA VISTA;RODOZINDO PAVAN;S/N;BELA VISTA;49 34351479;89683000.0;SC;Ponte Serrada;2016;5;-26.8735075;-52.023637;R. Rafael Pavan, Pte. Serrada - SC, 89683-000, Brazil
34425;46162;6857248;-273.721.669.191.144;-537.572.696.148.981;PSF 02 TENENTE PORTELA;RUA POTIGUARA;504;CENTRO;55 35512560;98500000.0;RS;Tenente Portela;2016;5;-27.3724777;-53.7496403;R. Potiguara, 504, Ten. Portela - RS, 98500-000, Brazil
34426;46195;6880819;-295.854.949.951.163;-51.116.552.352.903.700;POSTO SAO MIGUEL;RUA WALTER BACKES;1262;SAO MIGUEL;;93950000.0;RS;Dois Irmãos;2016;5;-29.5878407;-51.11753299999999;R. Valter Backes, 1262 - Lot. Cascata Sao Miguel, Dois Irmãos - RS, 93950-000, Brazil
34427;46198;6882471;-239.072.874.610.034;-50.579.646.631.054.000;UNIDADE ATENCAO PRIMARIA A SAUDE DA FAMILIA;RUA SANTANA;S/N;CENTRO;(43)35481911;84290000.0;PR;Sapopema;2016;5;-23.9121341;-50.5803737;R. Santana, Sapopema - PR, 84290-000, Brazil
34435;46371;8006822;-30.077.776.908.873.600;-511.690.163.612.351;UNIDADE DE SAUDE VILA VARGAS;RUA PADRE ANGELO COSTA;S/N;AGRONOMIA;51 3319-9729;91520161.0;RS;Porto Alegre;2016;5;-30.0787386;-51.167461;R. Padre Ângelo Costa, Porto Alegre - RS, 91520-161, Brazil
34436;46213;6895255;-31.038.447.618.483.600;-50.867.750.644.682.300;ESF IV VALIM;RSC 101 KM 145;0;VALIM;51991847882;96270000.0;RS;Mostardas;2016;5;-31.1038554;-50.923008;BR-101, Rio Grande do Sul, Brazil
34441;46080;6801897;-31.395;-52.676;POSTO DE SAUDE NOVA GONCALVES;NOVA GONCALVES;S/N;2 DISTRITO;;96600000.0;RS;Canguçu;2016;5;-31.1876587;-52.4519867;Nova Gonçalves 2º distrito de Canguçu, Canguçu - RS, 96600-000, Brazil
34444;46111;6818293;-23.753.132.585.709.800;-496.331.966.315.172;UAPSF UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA;AVENIDA PADRE ANTONIO OTERO SOARES;85;CENTRO;43-35261495;84970000.0;PR;Santana do Itararé;2016;5;-23.75887;-49.629824;Av. Padre Antônio Otero Soares, 85 - Santana Do Itarare, Santana do Itararé - PR, 84970-000, Brazil
34449;46378;8011001;-28.298.077.583.312.200;-51.461.870.670.317.100;POSTO DE SAUDE BARRETOS CAPAO BONITO DO SUL;INTERIOR;1;INTERIOR;546253025;95308000.0;RS;Capão Bonito do Sul;2016;5;-28.1280826;-51.3952612;Rua Arthur Feijó, 375 - Centro, Capão Bonito do Sul - RS, 95308-000, Brazil
34462;46143;6842925;-28.642.446.608.489.100;-536.052.407.621.196;ESF XI VILA NOVA MARIA INES FACCIN;RUA TRES DE OUTUBRO;260;SAO JOAO;(55)33228741;98005970.0;RS;Cruz Alta;2016;5;-28.625072;-53.6140134;R. Três de Outubro, 260 - São João, Cruz Alta - RS, 98020-100, Brazil
34470;46399;2228475;-27.396.898.884.195;-540.853.922.050.406;POSTO SAUDE SEDE ESF II;R GUSTAVO BARROSO;145;CENTRO;(55)36173236;98680000.0;RS;Tiradentes do Sul;2016;5;-27.3951188;-54.0882375;R. Gustavo Barroso, 145, Tiradentes do Sul - RS, 98680-000, Brazil
34475;46257;6922414;-26.081;-53.055;ESF LUTHER KING;RUA MARILIA;100;LUTHER KING;46-35243494;85601000.0;PR;Francisco Beltrão;2016;5;-26.0522098;-53.0375293;R. Marília, 100 - Padre Ulrico, Francisco Beltrão - PR, 85604-400, Brazil
34487;46082;6801951;-31.169.006.824.492.500;-528.448.390.960.678;POSTO DE SAUDE PARAISO;PARAISO;S/N;3 DISTRITO;;96600000.0;RS;Canguçu;2016;5;-31.2634559;-52.6172766;Canguçu - RS, 96600-000, Brazil
34493;46322;6969178;-27.380.053.997.039;-515.934.920.310.959;ESF PARIZOTTO;LEONILDO BORTOLI;492;PARIZOTTO;49 3555 6827;89665000.0;SC;Capinzal;2016;5;-27.3806368;-51.593556;Leonildo Bortoli, 492, Capinzal - SC, 89665-000, Brazil
34495;46150;6849571;-29.757.896.661.757.600;-518.931.055.068.955;UBS NOSSA SENHORA DA ASSUNCAO;RINCAO;1;INTERIOR;;95860000.0;RS;Taquari;2016;5;-29.6750637;-51.14687319999999;Rincão, Novo Hamburgo - RS, Brazil
34508;46156;6853188;-235.041.546.821.587;-49.923.119.544.981.400;UAPSF ZILDA ARNS NEIMANN;RUA FLORENTINO DE OLIVEIRA;263;CENTRO;4335591505;86455000.0;PR;Joaquim Távora;2016;5;-23.5028906;-49.9186161;R. Florentino de Oliveira, 263, Joaquim Távora - PR, 86455-000, Brazil
34510;46173;6865232;-23.484.758.535;-517.980.569.139.104;P S F JARDIM REGENCIA;RUA IPIRANGA;360;JARDIM REGENCIA;(44) 3232 --4264;86990000.0;PR;Marialva;2016;5;-23.4799251;-51.7997313;R. Ipiranga, 360 - Jardim Imperial, Marialva - PR, 86990-000, Brazil
34513;46309;6962750;-23.546.994.924.544.600;-514.639.949.798.569;UBS RODRIGO YOSHII TRAMONTIN;RUA SAO CARLOS;756;VILA APUCARANINHA;4339011052;86801540.0;PR;Apucarana;2016;5;-23.5471943;-51.4639209;Rua São Carlos, 756 - Vila Apucaraninha, Apucarana - PR, 86801-540, Brazil
34520;46264;6924778;-275.307.512.283.317;-52.890.801.429.747;POSTO DE SAUDE SAO JOSE;RUA;1;SAO JOSE;5435411085;99615000.0;RS;Trindade do Sul;2016;5;-29.7030328;-53.7721755;São José, Santa Maria - RS, Brazil
34532;46093;6806422;-24.244.165.855.963.800;-502.476.172.237.288;UAPSF SAO ROQUE;RUA SEBASTIAO PEDRO DA SILVA;10;PALMEIRINHA;(42)32741213;84345000.0;PR;Ventania;2016;5;-24.2473244;-50.2423397;R. Sebastião Pedro da Silva, Ventania - PR, 84345-000, Brazil
34534;46027;6752918;-281.839.865.262.373;-492.199.960.405.178;ESF 01;ADERBAL RAMOS DA SILVA;127;CENTRO;48 36521311;88890000.0;SC;Grão Pará;2016;5;-28.1837;-49.2139813;R. Aderbal Ramos da Silva, 127, Grão Pará - SC, 88890-000, Brazil
34535;46083;6801994;-311.183.559.894.553;-52.818.617.820.738.200;POSTO DE SAUDE COXILHA DO FOGO;COXILHA DO FOGO;S/N;3 DISTRITO;;96600000.0;RS;Canguçu;2016;5;-31.1333333;-52.5333333;Coxilha do Fogo, Canguçu - RS, 96600-000, Brazil
34537;46151;6850006;-240.190.125.564.173;-53.441.249.078.868.300;UNIDADE DE ATENCAO PRIMARIA DA SAUDE DA FAMILIA;RUA RIBEIRAO PRETO;2440;CENTRO;4436561679;87580000.0;PR;Alto Piquiri;2016;5;-24.0307686;-53.44578139999999;R. Ribeirão Preto, Alto Piquiri - PR, 87580-000, Brazil
