index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
32152;43791;3416372;-22.903000000000002;-43.208;SMS CF ROSINO BACCARINI AP 51;RUA ARAQUEM;840;BANGU;2401-5924;21860005.0;RJ;Rio de Janeiro;2016;5
32282;43790;3416356;-22.903000000000002;-43.208;SMS CMS BUA BOANERGES BORGES DA FONSECA AP 51;RUA LARANJEIRAS DO SUL;S/N;MAGALHAES BASTOS;3462-5134;21745350.0;RJ;Rio de Janeiro;2016;5
32422;44114;3784967;-22.8766521181864;-43.2278751249952;SMS CMS ALEMAO AP 31;ESTRADA DO ITARARE;S/N;COMPLEXO DO ALEMAO;2122602972;21061240.0;RJ;Rio de Janeiro;2016;5
32461;44135;3820599;-22.903000000000002;-43.208;SMS CF ARMANDO PALHARES AGUINAGA AP 51;AV SANTA CRUZ;S/N;REALENGO;21 2401-7787;21765020.0;RJ;Rio de Janeiro;2016;5
32660;44387;4046307;-22.903000000000002;-43.208;SMS CMS HAMILTON LAND AP 40;AV EDGARD WERNECK;1601;JACAREPAGUA;(21)34123199;22763011.0;RJ;Rio de Janeiro;2016;5
32736;44795;5457009;-22.8766521181864;-43.2278751249952;SMS CMS IRACI LOPES AP 31;RUA ANTONIO MENDES;02;VIGARIO GERAL;(21)3451-9504;21010690.0;RJ;Rio de Janeiro;2016;5
32751;44770;5417708;-22.903000000000002;-43.208;SMS CF SOUZA MARQUES AP 33;PRACA PATRIARCA;S/N;CAMPINHO;21 33597500;21310440.0;RJ;Rio de Janeiro;2016;5
32888;44720;5358612;-22.8766521181864;-43.2278751249952;SMS CMS CASA BRANCA AP 22;ESTRADA DA CASA BRANCA;200;TIJUCA;22983365;20530420.0;RJ;Rio de Janeiro;2016;5
32940;44486;5044685;-22.8766521181864;-43.2278751249952;SMS CF ENFERMEIRA EDMA VALADAO AP 33;AV BRASIL;18476;IRAJA;21 33621064;21530000.0;RJ;Rio de Janeiro;2016;5
33082;44692;5315026;-22.903000000000002;-43.208;SMS CMS FAZENDA BOTAFOGO AP 33;RUA ARNALDO GUINLE;S/N;COELHO NETO;21 34520835;21530020.0;RJ;Rio de Janeiro;2016;5
33125;44842;5476798;-22.903000000000002;-43.208;SMS CMS HELIO SMIDT AP 31;RUA TANCREDO NEVES;S/N;COMPLEXO DA MARE;(21)3882-3664;21044725.0;RJ;Rio de Janeiro;2016;5
33132;44915;5546591;-22.903000000000002;-43.208;SMS CF MARIA JOSE DE SOUSA BARBOSA AP 51;ESTRADA DO TAQUARAL;100;BANGU;3462-7686;21842550.0;RJ;Rio de Janeiro;2016;5
33138;44974;5621801;-22.903000000000002;-43.208;SMS CSE LAPA AP 10;RUA DO RIACHUELO;43;CENTRO;32316026;20230010.0;RJ;Rio de Janeiro;2016;5
33200;44971;5620287;-22.8766521181864;-43.2278751249952;SMS CF AGENOR DE MIRANDA ARAUJO NETO AP 52;ESTRADA DO MATO ALTO;S/N;GUARATIBA;(21)33774978;23030440.0;RJ;Rio de Janeiro;2016;5
33234;45144;5879655;-22.8766521181864;-43.2278751249952;SMS CMS ALICE TOLEDO TIBIRICA AP 33;RUA JURITI;S/N;IRAJA;21 24712397;21230320.0;RJ;Rio de Janeiro;2016;5
33238;44914;5546583;-22.903000000000002;-43.208;SMS CMS CATIRI AP 51;RUA TRES MARIAS;S/N;BANGU;2403-3686;21860340.0;RJ;Rio de Janeiro;2016;5
33325;45004;5670357;-22.8766521181864;-43.2278751249952;SMS CMS VILA DO CEU AP 52;RUA GUARUJA;69;COSMOS;(21)33840351;23060660.0;RJ;Rio de Janeiro;2016;5
33337;44951;5598435;-22.8766521181864;-43.2278751249952;SMS CMS TIA ALICE AP 32;R SANTOS MELLO;73;SAO FRANCISCO XAVIER;(21) 2218-2795;20960030.0;RJ;Rio de Janeiro;2016;5
33370;44811;5465877;-22.8766521181864;-43.2278751249952;SMS CMS NOVO PALMARES AP 40;RUA JACARANDA;16;VARGEM PEQUENA;(21)24426735;22783117.0;RJ;Rio de Janeiro;2016;5
33410;44837;5476836;-22.8766521181864;-43.2278751249952;SMS CMS SAMORA MACHEL AP 31;RUA PRINCIPAL;S/N;COMPLEXO DA MARE;(21)3105-3596;21044690.0;RJ;Rio de Janeiro;2016;5
33424;44843;5476801;-22.903000000000002;-43.208;SMS CMS NOVA HOLANDA AP 31;RUA IVANILDO ALVES;S/N;MARE;(21)3105-7809;21043230.0;RJ;Rio de Janeiro;2016;5
33446;44812;5465885;-22.8766521181864;-43.2278751249952;SMS CMS SANTA MARIA AP 40;ESTRADA DO RIO PEQUENO;S/N;JACAREPAGUA;(21) 33472047;22723195.0;RJ;Rio de Janeiro;2016;5
33489;44910;5541719;-22.903000000000002;-43.208;SMS CMS MORRO UNIAO AP 33;RUA DA JAQUEIRA;S/N;COELHO NETO;21 33716405;21510290.0;RJ;Rio de Janeiro;2016;5
33495;44836;5476844;-22.903000000000002;-43.208;SMS CMS VILA DO JOAO AP 31;RUA 17;S/N;COMPLEXO DA MARE;(21)31090006;21043020.0;RJ;Rio de Janeiro;2016;5
33610;45262;6023320;-22.8766521181864;-43.2278751249952;SMS CF AUGUSTO BOAL AP 31;AV GUILHERME MAXWEL;107;COMPLEXO DA MARE;(21) 3105-8982;21040211.0;RJ;Rio de Janeiro;2016;5
33616;45274;6029922;-22.8766521181864;-43.2278751249952;SMS CMS AGUIAR TORRES AP 52;ESTRADA DE INHOAIBA;849;INHOAIBA;(21)33773456;23063010.0;RJ;Rio de Janeiro;2016;5
33617;45273;6029825;-22.903000000000002;-43.208;SMS CMS CARLOS ALBERTO NASCIMENTO AP 52;PRACA MAJOR VIEIRA DE MELO;0;CAMPO GRANDE;(21)2412-4310;23045405.0;RJ;Rio de Janeiro;2016;5
33656;45265;6023983;-22.903000000000002;-43.208;SMS CSE SAO FRANCISCO DE ASSIS AP 10;RUA AFONSO CAVALCANTI;20;CIDADE NOVA;(21) 3938-4449;20230030.0;RJ;Rio de Janeiro;2016;5
33667;45275;6029965;-22.8766521181864;-43.2278751249952;SMS CF MARCOS VALADAO AP 33;AV PASTOR MARTIN LUTHER KING JR;10976;ACARI;21 33732253;21530015.0;RJ;Rio de Janeiro;2016;5
33713;45281;6033121;-22.8766521181864;-43.2278751249952;SMS CMS ANTENOR NASCENTES AP 32;RUA PROFESSOR ANTENOR NASCENTES;125;LINS DE VASCONCELOS;(21) 3277-6368;21710150.0;RJ;Rio de Janeiro;2016;5
33881;45267;6026737;-22.903000000000002;-43.208;SMS CMS ADELINO SIMOES NOVA SEPETIBA AP 53;AVENIDA SETE;S/N;SEPETIBA;(21)32926680;23520660.0;RJ;Rio de Janeiro;2016;5
33907;45586;6387152;-22.8766521181864;-43.2278751249952;SMS CF OLIMPIA ESTEVES AP 51;RUA OLIMPIA ESTEVES;S/N;PADRE MIGUEL;33093487;21775004.0;RJ;Rio de Janeiro;2016;5
33939;45877;6632831;-22.8766521181864;-43.2278751249952;SMS CMS CHAPEU MANG BABILONIA AP 21;RUA SAO FRANCISCO;5;LEME;(21) 3209-2779;22010060.0;RJ;Rio de Janeiro;2016;5
33944;45715;6496989;-22.8766521181864;-43.2278751249952;SMS CF CANTAGALO PAVAO PAVAOZINHO AP 21;LADEIRA SAINT ROMAN;172;COPACABANA;25234127;22071060.0;RJ;Rio de Janeiro;2016;5
34054;45917;6664040;-22.8766521181864;-43.2278751249952;SMS CF HEITOR DOS PRAZERES AP 31;RUA IGUAPERIBA;00;PENHA;984404362;21012020.0;RJ;Rio de Janeiro;2016;5
34063;45913;6660185;-22.8766521181864;-43.2278751249952;SMS CF DEOLINDO COUTO AP 53;RUA SANTO AUGURIO;40;SANTA CRUZ;(21)31589665;23510220.0;RJ;Rio de Janeiro;2016;5
34069;45727;6506232;-22.8766521181864;-43.2278751249952;SMS CF RINALDO DE LAMARE AP 21;AV NIEMEYER;776;SAO CONRADO;(21) 3324-2487;22450221.0;RJ;Rio de Janeiro;2016;5
34085;45748;6524486;-22.8766521181864;-43.2278751249952;SMS CF RODRIGO Y AGUILAR ROIG AP 31;ESTRADA DO ITARARE;650;COMPLEXO DO ALEMAO;(21)98498-3242;21061240.0;RJ;Rio de Janeiro;2016;5
34153;45723;6503772;-22.8766521181864;-43.2278751249952;SMS CF MARIA DO SOCORRO ROCINHA AP 21;ESTRADA DA GAVEA;522;ROCINHA;33226694;22451272.0;RJ;Rio de Janeiro;2016;5
34191;45993;6716598;-22.8766521181864;-43.2278751249952;SMS CF MAURY ALVES DE PINHO AP 40;ESTRADA DOS BANDEIRANTES;11227;VARGEM PEQUENA;34108572;22783116.0;RJ;Rio de Janeiro;2016;5
34273;45957;6688152;-22.8766521181864;-43.2278751249952;SMS CF IZABEL DOS SANTOS AP 32;RUA DOIS DE MAIO;220;SAMPAIO;(21) 3297-3998;20961160.0;RJ;Rio de Janeiro;2016;5
34349;46176;6869009;-22.903000000000002;-43.208;SMS CF ANA MARIA CONCEICAO DOS SANTOS CORREIA AP 33;RUA QUATRO;S/N;VILA KOSMOS;21 33527818;21210530.0;RJ;Rio de Janeiro;2016;5
34360;46036;6761704;-22.903000000000002;-43.208;SMS CF MARIA DE AZEVEDO RODRIGUES PEREIRA AP 33;PRACA PROFESSORA SANTINHA;S/N;PARQUE ANCHIETA;21 30196181;21620510.0;RJ;Rio de Janeiro;2016;5
34400;46074;6793231;-22.8766521181864;-43.2278751249952;SMS CF EPITACIO SOARES REIS AP 33;AV CHISOSTOMO PIMENTEL DE OLIVEIRA;S/N;PAVUNA;21 24555671;21650001.0;RJ;Rio de Janeiro;2016;5
34405;46256;6919626;-22.903000000000002;-43.208;SMS CF SERGIO NICOLAU AMIN AP 32;PRACA DA CONFEDERACAO SUICA;S/N;DEL CASTILHO;(21) 3277-4010;20760020.0;RJ;Rio de Janeiro;2016;5
34488;46172;6864708;-22.903000000000002;-43.208;SMS CF MARIO DIAS ALENCAR AP 51;RUA MUCURIPE;S/N;BANGU;3424-8997;21832150.0;RJ;Rio de Janeiro;2016;5
34512;46066;6784720;-22.903000000000002;-43.208;SMS CMS ITANHANGA AP 40;ESTRADA DO ITANHANGA;270;ITANHANGA;(21)31394904;22753005.0;RJ;Rio de Janeiro;2016;5
34645;46189;6873960;-22.903000000000002;-43.208;SMS CF SERGIO VIEIRA DE MELLO AP 10;AVENIDA TRINTA E UM DE MARCO;S/N;CATUMBI;(21) 2502-8666;20251000.0;RJ;Rio de Janeiro;2016;5
34654;46155;6852203;-22.903000000000002;-43.208;SMS CF KELLY CRISTINA DE SA LACERDA SILVA AP 51;AVENIDA CARLOS SAMPAIO CORREA;S/N;SENADOR CAMARA;3463-0644;21830250.0;RJ;Rio de Janeiro;2016;5
34658;46270;6927254;-22.903000000000002;-43.208;SMS CMS NEWTON BETHLEM AP 40;RUA BARAO;260;JACAREPAGUA;38337052;21321620.0;RJ;Rio de Janeiro;2016;5
34720;46243;6914152;-22.903000000000002;-43.208;SMS CF BIBI VOGEL AP 32;ESTRADA ADHEMAR BEBIANO;3686;ENGENHO DA RAINHA;(21) 3251-7428;20766721.0;RJ;Rio de Janeiro;2016;5
34747;46708;2269848;-22.89012;-43.48236;SMS CMS ALEXANDER FLEMING AP 51;RUA MARMIARI;S/N;SENADOR CAMARA;3335-0594;21831000.0;RJ;Rio de Janeiro;2016;5
34774;46710;2270579;-22.869020000000003;-43.48299;SMS CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA AP 51;ESTRADA DO TAQUARAL;S/N;SENADOR CAMARA;3332-9207;21842550.0;RJ;Rio de Janeiro;2016;5
34913;46709;2270552;-22.87966;-43.497040000000005;SMS CMS SILVIO BARBOSA AP 51;RUA RODRIGUES DE FREITAS;S/N;SENADOR CAMARA;3331-2596;21833260.0;RJ;Rio de Janeiro;2016;5
34962;46715;2273543;-22.88994;-43.63842;SMS CMS FLORIPES GALDINO PEREIRA AP 53;RUA SRG GERALDO BERTI;0;SANTA CRUZ;(21)34277056;23066050.0;RJ;Rio de Janeiro;2016;5
34963;46758;2295253;-22.84708;-43.36509;SMS CF WALDEMAR BERARDINELLI AP 53;RUA FREDERICO TROTA;S/N;SEPETIBA;(21) 331581024;23535790.0;RJ;Rio de Janeiro;2016;5
35010;46724;2277301;-22.90353;-43.209579999999995;SMS CMS MANOEL ARTHUR VILLABOIM AP 10;PRACA BOM JESUS;40;ILHA DE PAQUETA;(21)33970123;20397140.0;RJ;Rio de Janeiro;2016;5
36231;47819;5456932;-22.86993;-43.25424;SMS FIOCRUZ ENSP CSE GERMANO SINVAL FARIA AP 31;RUA LEOPOLDO BULHOES;1480;MANGUINHOS;25982519;21041210.0;RJ;Rio de Janeiro;2016;5
36322;48331;7036914;-22.878020000000003;-43.53622;SMS CF ANTONIO GONCALVES VILLA SOBRINHO AP 52;ESTRADA DO CAMPINHO;2899;CAMPO GRANDE;(21)33943043;23070220.0;RJ;Rio de Janeiro;2016;5
36337;48254;7015208;-22.946460000000002;-43.18568;SMS CMS PARQUE UNIAO AP 31;RUA ARI LEAO;33;MARE;98464-0376;21040005.0;RJ;Rio de Janeiro;2016;5
36388;48330;7036884;-22.897679999999998;-43.19583;SMS CF SONIA MARIA FERREIRA MACHADO AP 52;ESTRADA DA POSSE;S/N;SANTISSIMO;(21)2403-1583;23094125.0;RJ;Rio de Janeiro;2016;5
36530;48061;6695566;-22.91076;-43.20543;SMS PS CASS AP 10;RUA AFONSO CAVALCANTE;455;CIDADE NOVA;2129763332;20211901.0;RJ;Rio de Janeiro;2016;5
36575;48187;6974708;-22.98409;-43.2071;SMS CF MAESTRO CELESTINO AP 33;RUA LOURENCO MARQUES;70;MARECHAL HERMES;21 30174920;21675540.0;RJ;Rio de Janeiro;2016;5
37105;48510;7088574;-22.903000000000002;-43.208;SMS CF MANOEL FERNANDES DE ARAUJO AP 33;RUA LAUDO DE CAMARGO;S/N;PAVUNA;21 3358 7884;21655490.0;RJ;Rio de Janeiro;2016;5
37988;50973;7892810;-22.955281399999997;-43.3431166;SMS CF BARBARA MOSLEY DE SOUZA AP 40;AVENIDA OTAVIO MALTA;S/N;ANIL;;22765820.0;RJ;Rio de Janeiro;2016;5
38125;50917;7856954;-22.8101896;-43.189083000000004;SMS CMS NEWTON ALVES CARDOZO AP 31;RUA DR ANTONIO MONTEIRO ANTIGA RUA COMBU;191;CACUIA;(21)39752922;21921610.0;RJ;Rio de Janeiro;2016;5
38143;50974;7892829;-22.977518300000003;-43.334149200000006;SMS CF HELENA BESSERMAN VIANNA AP 40;VIA LIGHT;S/N;JACAREPAGUA;;22753053.0;RJ;Rio de Janeiro;2016;5
38201;50976;7894554;-22.8588501;-43.538594;SMS CF ISABELA SEVERO DA SILVA AP 52;RUA VOTORANTIM;664;CAMPO GRANDE;(21)35238534;23095710.0;RJ;Rio de Janeiro;2016;5
38234;50918;7856962;-22.8121263;-43.191829299999995;SMS CMS PAULINO WERNECK AP 31;ESTRADA DA CACUIA;745;CACUIA;+55 21 2467-7048;21921001.0;RJ;Rio de Janeiro;2016;5
38299;50972;7892802;-22.8398482;-43.3623289;SMS CF ADOLFO FERREIRA DE CARVALHO AP 33;ESTRADA JOAO PAULO;1007;HONORIO GURGEL;3106-8864;21512002.0;RJ;Rio de Janeiro;2016;5
38305;49994;7523246;-22.90169;-43.20458;SMS CF NELIO DE OLIVEIRA AP 10;RUA RIVADAVIA CORREA;188;GAMBOA;(21) 2263-1796;20220290.0;RJ;Rio de Janeiro;2016;5
38329;50547;7714610;-22.90169;-43.20458;SMS CMS MATA ATLANTICA AP 40;AVENIDA SAMPAIO CORREA;S/N;JACAREPAGUA;;22713375.0;RJ;Rio de Janeiro;2016;5
38422;50978;7896204;-22.896023100000004;-43.6711099;SMS CF ALICE DE JESUS REGO AP53;ESTRADA DOS PALMARES;S/N;SANTA CRUZ;24184256;23575270.0;RJ;Rio de Janeiro;2016;5
38926;50383;7638086;-22.90169;-43.20458;SMS CF PEDRO ERNESTO AP 22;RUA VINTE E OITO DE SETEMBRO;109;VILA ISABEL;25685515;20551030.0;RJ;Rio de Janeiro;2016;5
39006;50274;7594712;-22.90169;-43.20458;SMS CF PALMEIRAS AP 31;RUA AUGUSTO BORBOREMA;S/N;INHAUMA;21998959225;20766195.0;RJ;Rio de Janeiro;2016;5
39127;50952;7873565;-22.9905677;-43.366163799999995;SMS CF JOSE DE SOUZA HERDY AP 40;AVENIDA AYRTON SENNA;3383;BARRA DA TIJUCA;35238635;22775002.0;RJ;Rio de Janeiro;2016;5
39467;203;6927319;-22.903000000000002;-43.208;SMS CF PADRE JOSE DE AZEVEDO TIUBA AP 40;RUA ACAPORI;S/N;GARDENIA AZUL;(21)24262061;22765650.0;RJ;Rio de Janeiro;2016;5
39470;267;7108265;-22.8598541067168;-43.3713385462761;SMS CF DANTE ROMANO JUNIOR AP 33;RUA CAROLINA MACHADO;S/N;MARECHAL HERMES;21 24896838;21557150.0;RJ;Rio de Janeiro;2016;5
39603;781;6927289;-22.903000000000002;-43.208;SMS CF OTTO ALVES DE CARVALHO AP 40;AVENIDA ENGENHEIRO SOUZA FILHO;200;JACAREPAGUA;(21)34155020;22723730.0;RJ;Rio de Janeiro;2016;5
39707;927;7052049;-22.8953210536584;-43.2460579276085;SMS CF CARIOCA AP 32;RUA BERGAMO;320;ROCHA;(21) 2501-6577;20960045.0;RJ;Rio de Janeiro;2016;5
39808;1992;6559727;-22.8766521181864;-43.2278751249952;SMS CF ILZO MOTTA DE MELLO AP 53;AVENIDA CESARIO DE MELO;11485;SANTA CRUZ;33956771;23056000.0;RJ;Rio de Janeiro;2016;5
40113;2171;6559735;-22.8766521181864;-43.2278751249952;SMS CF LENICE MARIA MONTEIRO COELHO AP 53;RUA JOSE CARLOS MATTA MACHADO;S/N;SANTA CRUZ;(21)34840882;23575410.0;RJ;Rio de Janeiro;2016;5
40213;835;6932916;-22.903000000000002;-43.208;SMS CF JOAOSINHO TRINTA AP 31;RUA ANAMA PRACA JOSE DA MATTA;S/N;VIGARIO GERAL;(21)3448-5440;21241020.0;RJ;Rio de Janeiro;2016;5
40230;902;6581994;-22.8766521181864;-43.2278751249952;SMS CF JOSE ANTONIO CIRAUDO AP 53;AVENIDA AREIA BRANCA;1428;SANTA CRUZ;21)23942766/32927862;23550740.0;RJ;Rio de Janeiro;2016;5
40541;1988;6571956;-22.8766521181864;-43.2278751249952;SMS CF JOSUETE SANTANNA DE OLIVEIRA AP 33;RUA LUIZ COUTINHO CAVALCANTI;S/N;GUADALUPE;21 30150122;21675310.0;RJ;Rio de Janeiro;2016;5
